ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
248,248,1,2026-07-22,1,28,85,83,28,248,1,0
249,249,1,2025-05-07,1,5,15,14,5,249,1,0
250,250,2,2026-07-22,1,1,3,2,1,250,1,0
251,251,1,2026-07-22,1,1,4,3,1,251,1,0
252,252,1,2024-08-31,1,8,25,25,8,252,1,0
253,253,2,2025-01-21,1,31,92,93,31,253,1,0
254,254,1,2026-04-10,1,23,68,68,23,254,1,0
255,255,2,2024-12-12,1,20,60,60,20,255,1,0
256,256,1,2024-05-17,1,19,57,56,19,256,1,0
257,257,1,2024-09-10,1,30,89,89,30,257,1,0
258,258,1,2025-06-16,1,25,76,76,25,258,1,0
259,259,1,2026-06-01,1,19,57,56,19,259,1,0
260,260,1,2026-07-19,1,31,94,94,31,260,1,0
261,261,2,2024-08-05,1,25,76,75,25,261,1,0
262,262,1,2026-05-13,1,17,52,50,17,262,1,0
263,263,1,2026-03-16,1,16,47,49,16,263,1,0
264,264,1,2024-09-22,1,19,58,58,19,264,1,0
265,265,1,2026-03-25,1,9,27,26,9,265,1,0
266,266,2,2024-10-10,1,2,5,7,2,266,1,0
267,267,1,2026-07-16,1,18,54,55,18,267,1,0
268,268,1,2024-12-13,1,22,66,65,22,268,1,0
269,269,2,2024-10-10,1,29,87,87,29,269,1,0
270,270,1,2026-05-30,1,6,18,19,6,270,1,0
271,271,2,2026-05-24,1,31,94,93,31,271,1,0
272,272,2,2024-06-30,1,25,74,74,25,272,1,0
273,273,1,2026-04-27,1,4,11,11,4,273,1,0
274,274,2,2026-07-22,1,7,22,20,7,274,1,0
275,275,2,2025-05-23,1,11,34,34,11,275,1,0
276,276,1,2026-02-05,1,16,48,47,16,276,1,0
277,277,1,2025-03-21,1,13,40,39,13,277,1,0
278,278,1,2026-05-24,1,8,23,23,8,278,1,0
279,279,1,2025-12-08,1,7,20,21,7,279,1,0
280,280,2,2025-12-08,1,12,35,36,12,280,1,0
281,281,1,2026-07-22,1,26,79,78,26,281,1,0
282,282,1,2025-08-16,1,24,71,72,24,282,1,0
283,283,1,2026-07-22,1,14,41,41,14,283,1,0
284,284,2,2025-08-25,1,29,86,86,29,284,1,0
285,285,1,2025-06-02,1,27,81,82,27,285,1,0
286,286,1,2024-12-07,1,28,83,84,28,286,1,0
287,287,1,2025-09-12,1,6,19,19,6,287,1,0
288,288,1,2024-07-30,1,27,80,82,27,288,1,0
289,289,2,2024-08-09,1,4,12,12,4,289,1,0
290,290,1,2025-05-08,1,25,76,76,25,290,1,0
291,291,2,2026-01-29,1,11,33,34,11,291,1,0
292,292,1,2025-03-26,1,26,77,77,26,292,1,0
293,293,1,2026-07-22,1,29,86,87,29,293,1,0
294,294,1,2024-10-08,1,8,24,25,8,294,1,0
295,295,1,2024-04-15,1,29,87,87,29,295,1,0
296,296,1,2025-11-30,1,3,10,9,3,296,1,0
297,297,1,2025-03-30,1,9,28,27,9,297,1,0
298,298,1,2025-01-26,1,24,72,73,24,298,1,0
299,299,2,2025-02-28,1,15,44,45,15,299,1,0
300,300,1,2026-04-07,1,24,73,72,24,300,1,0
301,301,1,2025-07-15,1,18,55,54,18,301,1,0
302,302,1,2024-06-22,1,31,94,94,31,302,1,0
303,303,2,2024-04-22,1,19,56,58,19,303,1,0
304,304,1,2024-09-12,1,15,46,44,15,304,1,0
305,305,1,2025-05-20,1,27,80,82,27,305,1,0
306,306,1,2026-07-22,1,1,2,1,1,306,1,0
307,307,1,2025-05-03,1,7,20,22,7,307,1,0
308,308,1,2025-09-14,1,8,25,25,8,308,1,0
309,309,1,2024-11-28,1,15,44,45,15,309,1,0
310,310,2,2025-12-02,1,31,92,94,31,310,1,0
311,311,1,2024-06-15,1,14,43,43,14,311,1,0
312,312,1,2024-07-20,1,4,13,13,4,312,1,0
313,313,2,2025-11-19,1,22,65,66,22,313,1,0
314,314,1,2025-10-22,1,23,70,68,23,314,1,0
315,315,1,2025-01-29,1,12,36,35,12,315,1,0
316,316,1,2026-07-22,1,3,9,10,3,316,1,0
317,317,1,2024-05-31,1,11,33,34,11,317,1,0
318,318,1,2025-07-30,1,31,93,93,31,318,1,0
319,319,1,2025-08-21,1,25,74,75,25,319,1,0
320,320,2,2025-04-08,1,15,46,46,15,320,1,0
321,321,1,2025-12-12,1,22,67,66,22,321,1,0
322,322,2,2025-03-15,1,24,72,71,24,322,1,0
323,323,1,2025-09-10,1,5,16,16,5,323,1,0
324,324,1,2025-01-23,1,13,38,40,13,324,1,0
325,325,1,2024-08-19,1,23,69,70,23,325,1,0
326,326,1,2024-06-27,1,15,45,45,15,326,1,0
327,327,2,2024-12-18,1,15,46,46,15,327,1,0
328,328,1,2025-06-29,1,15,44,44,15,328,1,0
329,329,1,2024-05-29,1,31,94,93,31,329,1,0
330,330,1,2025-07-04,1,6,19,19,6,330,1,0
331,331,1,2026-07-22,1,8,23,25,8,331,1,0
332,332,1,2026-07-22,1,29,88,86,29,332,1,0
333,333,1,2024-07-19,1,3,10,10,3,333,1,0
334,334,1,2025-08-14,1,1,4,1,1,334,1,0
335,335,2,2025-02-21,1,7,20,20,7,335,1,0
336,336,1,2024-07-20,1,15,44,44,15,336,1,0
337,337,1,2026-07-22,1,2,7,6,2,337,1,0
338,338,1,2024-10-15,1,29,86,87,29,338,1,0
339,339,1,2025-01-26,1,6,19,19,6,339,1,0
340,340,2,2026-07-22,1,15,44,45,15,340,1,0
341,341,2,2025-12-14,1,28,84,85,28,341,1,0
342,342,2,2025-12-29,1,8,25,23,8,342,1,0
343,343,1,2026-06-15,1,19,58,57,19,343,1,0
344,344,1,2026-02-24,1,30,91,89,30,344,1,0
345,345,1,2026-01-19,1,4,12,12,4,345,1,0
346,346,1,2025-09-01,1,25,74,76,25,346,1,0
347,347,1,2026-06-08,1,27,80,80,27,347,1,0
348,348,1,2025-07-29,1,4,13,13,4,348,1,0
349,349,1,2025-07-29,1,22,67,67,22,349,1,0
350,350,1,2024-06-01,1,15,46,45,15,350,1,0
351,351,1,2024-08-07,1,15,44,44,15,351,1,0
352,352,1,2026-07-22,1,26,77,79,26,352,1,0
353,353,1,2026-01-18,1,14,43,42,14,353,1,0
354,354,1,2024-06-24,1,24,72,72,24,354,1,0
355,355,2,2026-06-28,1,13,40,38,13,355,1,0
356,356,2,2024-05-04,1,31,92,94,31,356,1,0
357,357,1,2025-06-19,1,18,55,54,18,357,1,0
358,358,1,2024-12-26,1,1,1,3,1,358,1,0
359,359,1,2025-04-12,1,1,2,1,1,359,1,0
360,360,2,2025-12-15,1,23,68,70,23,360,1,0
361,361,1,2024-07-25,1,25,75,75,25,361,1,0
362,362,1,2025-01-07,1,29,86,87,29,362,1,0
363,363,1,2025-03-26,1,12,37,36,12,363,1,0
364,364,2,2025-07-27,1,29,87,88,29,364,1,0
365,365,2,2025-01-29,1,7,20,21,7,365,1,0
366,366,1,2025-03-07,1,24,71,71,24,366,1,0
367,367,1,2026-05-06,1,12,36,37,12,367,1,0
368,368,1,2026-07-22,1,21,62,62,21,368,1,0
369,369,1,2024-07-26,1,15,46,45,15,369,1,0
370,370,1,2026-03-02,1,4,11,12,4,370,1,0
371,371,2,2026-03-11,1,17,52,51,17,371,1,0
372,372,1,2025-09-18,1,9,26,26,9,372,1,0
373,373,1,2024-05-06,1,2,6,7,2,373,1,0
374,374,1,2025-08-26,1,6,17,19,6,374,1,0
375,375,1,2024-09-22,1,10,29,30,10,375,1,0
376,376,1,2024-08-12,1,31,93,93,31,376,1,0
377,377,2,2024-09-29,1,22,67,65,22,377,1,0
378,378,1,2024-08-21,1,13,39,40,13,378,1,0
379,379,1,2025-04-08,1,18,53,53,18,379,1,0
380,380,1,2025-03-08,1,8,23,25,8,380,1,0
381,381,1,2025-01-29,1,12,36,36,12,381,1,0
382,382,2,2024-10-01,1,4,11,11,4,382,1,0
383,383,1,2026-01-08,1,23,69,70,23,383,1,0
384,384,2,2025-01-26,1,26,79,79,26,384,1,0
385,385,2,2024-12-18,1,23,69,70,23,385,1,0
386,386,1,2025-10-22,1,27,82,80,27,386,1,0
387,387,1,2026-07-22,1,20,59,60,20,387,1,0
388,388,1,2026-02-19,1,18,53,54,18,388,1,0
389,389,1,2026-01-11,1,21,63,62,21,389,1,0
390,390,1,2026-07-22,1,6,17,18,6,390,1,0
391,391,1,2025-09-10,1,23,68,69,23,391,1,0
392,392,1,2026-07-22,1,26,79,78,26,392,1,0
393,393,1,2024-09-10,1,18,53,54,18,393,1,0
394,394,1,2025-03-14,1,29,87,87,29,394,1,0
395,395,1,2026-05-16,1,28,83,83,28,395,1,0
396,396,1,2025-11-09,1,17,50,51,17,396,1,0
397,397,1,2026-03-08,1,26,79,77,26,397,1,0
398,398,1,2025-07-27,1,18,54,53,18,398,1,0
399,399,1,2024-10-07,1,25,75,75,25,399,1,0
400,400,1,2025-02-10,1,19,56,57,19,400,1,0
401,401,1,2026-01-01,1,17,50,50,17,401,1,0
402,402,1,2024-12-24,1,6,19,19,6,402,1,0
403,403,1,2025-11-18,1,26,77,79,26,403,1,0
404,404,1,2026-05-27,1,30,91,89,30,404,1,0
405,405,1,2024-10-05,1,8,24,23,8,405,1,0
406,406,1,2024-09-12,1,21,63,62,21,406,1,0
407,407,1,2024-11-02,1,6,19,17,6,407,1,0
408,408,1,2025-08-03,1,15,45,45,15,408,1,0
409,409,1,2026-07-22,1,27,82,82,27,409,1,0
410,410,1,2025-06-16,1,14,42,41,14,410,1,0
411,411,1,2024-11-06,1,2,7,7,2,411,1,0
412,412,2,2025-02-09,1,7,21,21,7,412,1,0
413,413,1,2024-12-15,1,18,54,55,18,413,1,0
414,414,2,2025-04-02,1,21,62,64,21,414,1,0
415,415,1,2025-11-22,1,30,91,91,30,415,1,0
416,416,1,2025-09-10,1,2,6,6,2,416,1,0
417,417,2,2025-05-18,1,17,50,51,17,417,1,0
418,418,2,2024-09-11,1,15,45,46,15,418,1,0
419,419,1,2026-07-07,1,17,52,52,17,419,1,0
420,420,1,2024-10-04,1,18,55,54,18,420,1,0
421,421,2,2026-02-09,1,27,82,81,27,421,1,0
422,422,1,2025-01-18,1,29,88,87,29,422,1,0
423,423,1,2025-02-24,1,12,36,37,12,423,1,0
424,424,1,2026-01-22,1,8,25,25,8,424,1,0
425,425,2,2024-12-09,1,30,91,91,30,425,1,0
426,426,1,2025-08-12,1,4,12,11,4,426,1,0
427,427,1,2026-03-14,1,7,21,21,7,427,1,0
428,428,1,2026-02-17,1,3,8,10,3,428,1,0
429,429,1,2026-04-08,1,21,64,63,21,429,1,0
430,430,1,2024-05-04,1,9,27,28,9,430,1,0
431,431,2,2024-04-02,1,3,9,8,3,431,1,0
432,432,2,2025-11-08,1,27,82,81,27,432,1,0
433,433,1,2025-03-19,1,25,75,75,25,433,1,0
434,434,1,2026-06-05,1,3,8,8,3,434,1,0
435,435,1,2026-03-06,1,28,85,85,28,435,1,0
436,436,1,2026-05-03,1,29,86,87,29,436,1,0
437,437,1,2026-05-06,1,10,30,30,10,437,1,0
438,438,1,2024-12-04,1,30,89,91,30,438,1,0
439,439,1,2025-03-26,1,6,17,18,6,439,1,0
440,440,1,2025-09-29,1,14,42,42,14,440,1,0
441,441,1,2024-07-13,1,27,81,82,27,441,1,0
442,442,2,2025-03-14,1,28,83,84,28,442,1,0
443,443,1,2024-03-06,1,5,16,14,5,443,1,0
444,444,1,2024-08-17,1,4,11,13,4,444,1,0
445,445,1,2024-07-16,1,23,70,69,23,445,1,0
446,446,1,2026-07-22,1,23,70,69,23,446,1,0
447,447,1,2024-10-08,1,24,73,73,24,447,1,0
448,448,1,2024-11-12,1,10,29,29,10,448,1,0
449,449,2,2026-06-08,1,20,59,60,20,449,1,0
450,450,1,2024-10-12,1,28,83,83,28,450,1,0
451,451,2,2024-04-05,1,6,17,17,6,451,1,0
452,452,2,2025-04-28,1,27,80,81,27,452,1,0
453,453,2,2024-10-24,1,19,57,58,19,453,1,0
454,454,1,2026-07-22,1,10,29,31,10,454,1,0
455,455,1,2026-06-21,1,21,64,63,21,455,1,0
456,456,1,2024-04-01,1,1,3,3,1,456,1,0
457,457,1,2024-11-01,1,28,84,84,28,457,1,0
458,458,1,2024-07-10,1,22,66,66,22,458,1,0
459,459,1,2024-10-25,1,10,31,29,10,459,1,0
460,460,1,2026-07-10,1,6,18,19,6,460,1,0
461,461,1,2025-01-04,1,17,52,51,17,461,1,0
462,462,1,2025-12-14,1,1,1,2,1,462,1,0
463,463,1,2024-12-03,1,24,73,73,24,463,1,0
464,464,1,2025-10-01,1,26,78,77,26,464,1,0
465,465,1,2025-03-06,1,25,75,76,25,465,1,0
466,466,1,2026-07-20,1,25,75,75,25,466,1,0
467,467,1,2024-05-16,1,13,38,39,13,467,1,0
468,468,1,2026-07-22,1,10,30,31,10,468,1,0
469,469,2,2025-09-12,1,24,71,73,24,469,1,0
470,470,1,2024-06-24,1,15,46,44,15,470,1,0
471,471,1,2026-06-29,1,23,69,70,23,471,1,0
472,472,2,2025-08-05,1,30,89,90,30,472,1,0
473,473,1,2025-01-28,1,20,61,61,20,473,1,0
474,474,1,2025-01-05,1,18,53,54,18,474,1,0
